PUNTO;A 2023_0089 1;A 2024_0092 3;A 2024_0098 3;A 2024_0116 3;A 2024_0079 3;A 2024_0105 3;B 2023_0089 23;B 2024_0092 19;B 2024_0098 19;B 2024_0116 19;B 2024_0079 19;B 2024_0105 19;C 2023_0089 25;C 2024_0092 26;C 2024_0098 26;C 2024_0116 26;C 2024_0079 26;C 2024_0105 26;D 2023_0089 26;D 2024_0092 27;D 2024_0098 27;D 2024_0116 27;D 2024_0079 27;D 2024_0105 27;E 2023_0089 43;E 2024_0092 41;E 2024_0098 41;E 2024_0116 41;E 2024_0079 41;E 2024_0105 41;F 2023_0089 50;F 2024_0092 50;F 2024_0098 50;F 2024_0116 50;F 2024_0079 50;F 2024_0105 50;G 2023_0089 64;G 2024_0092 64;G 2024_0098 64;G 2024_0116 64;G 2024_0079 64;G 2024_0105 64;H 2023_0089 43;H 2024_0092 41;H 2024_0098 41;H 2024_0116 41;H 2024_0079 41;H 2024_0105 41;I 2023_0089 45;I 2024_0092 47;I 2024_0098 47;I 2024_0116 47;I 2024_0079 46;I 2024_0105 47;J 2023_0089 46;J 2024_0092 48;J 2024_0098 48;J 2024_0116 48;J 2024_0079 47;J 2024_0105 48;
463;-375.81;-257.15;-302.73;-278.03;-290.52;-260.68;-450.79;-280.93;-328.42;-386.44;-372.95;-345.95;-412.41;-244.11;-288.2;-271.89;-218.53;-281.2;-411.53;-241.99;-265.07;-294.66;-87.12;-127.06;-383.31;-316.68;-279.91;-329.12;-261.59;-291.68;-384.03;-202.8;-198.05;-278.48;-201.38;-225.5;-372.58;-230.38;-224.74;-294.68;-146.88;-241.27;-383.31;-316.68;-279.91;-329.12;-261.59;-291.68;-398.33;-269.14;-264.74;-275.37;-337.99;-247.6;-333.11;-308.02;-258.93;-340.17;-220.7;-338;
464;-375.68;-257.02;-302.6;-278.03;-290.52;-260.72;-450.79;-281.26;-329.17;-386.31;-373.08;-346.16;-412.45;-243.94;-288.16;-271.93;-218.57;-281.15;-411.44;-241.99;-265.16;-294.62;-87.07;-130.85;-383.4;-316.8;-280.08;-329.12;-261.59;-291.72;-383.95;-202.84;-198.21;-278.44;-201.63;-225.58;-372.75;-230.42;-225.04;-294.84;-147.09;-241.56;-383.4;-316.8;-280.08;-329.12;-261.59;-291.72;-398.38;-269.31;-264.78;-275.41;-337.99;-247.72;-333.07;-308.52;-259.43;-339.67;-220.7;-338.04;
465;-375.72;-257.11;-303.06;-278.15;-290.48;-260.72;-450.88;-281.3;-329.43;-386.94;-373.33;-346.49;-412.45;-244.02;-288.04;-272.06;-218.53;-281.28;-411.57;-242.04;-265.24;-294.54;-86.86;-128.43;-383.31;-316.76;-280.12;-329.28;-261.59;-291.81;-383.82;-202.93;-198.34;-278.4;-202.01;-225.62;-372.7;-230.46;-225.12;-294.97;-147.55;-241.69;-383.31;-316.76;-280.12;-329.28;-261.59;-291.81;-398.42;-269.35;-264.78;-275.41;-338.08;-247.72;-333.16;-308.06;-259.1;-340.59;-220.74;-338.63;
466;-375.81;-254.28;-303.43;-278.15;-290.65;-260.88;-450.75;-281.89;-330.01;-386.52;-373.58;-346.33;-412.66;-243.98;-288.04;-272.18;-218.62;-281.4;-411.69;-241.95;-265.2;-294.37;-86.82;-128.22;-383.36;-316.93;-280.04;-329.24;-261.67;-291.89;-383.87;-202.93;-198.38;-278.4;-202.34;-225.71;-372.83;-230.59;-225.29;-294.93;-147.68;-241.94;-383.36;-316.93;-280.04;-329.24;-261.67;-291.89;-398.46;-269.39;-264.87;-275.49;-338.2;-247.85;-333.24;-308.43;-259.22;-340.55;-220.82;-338.5;
467;-375.72;-254.82;-303.68;-278.15;-290.65;-260.88;-450.84;-283.39;-330.43;-387.06;-373.71;-347.25;-412.62;-243.98;-287.95;-272.27;-218.45;-281.49;-411.69;-242.08;-265.37;-294.33;-86.66;-124.43;-383.31;-316.93;-280.04;-329.28;-261.8;-292.06;-383.78;-202.93;-198.42;-278.32;-202.59;-225.83;-372.83;-230.59;-225.45;-295.09;-148.18;-242.14;-383.31;-316.93;-280.04;-329.28;-261.8;-292.06;-398.54;-269.52;-264.87;-275.54;-338.29;-247.93;-333.28;-307.14;-259.43;-340.96;-220.82;-339.04;
468;-375.72;-254.45;-304.02;-278.2;-290.69;-260.84;-450.84;-283.81;-331.01;-386.85;-373.87;-346.7;-412.66;-243.98;-288.04;-272.27;-218.45;-281.61;-411.61;-242.12;-265.41;-294.16;-86.61;-132.19;-383.4;-316.85;-280.24;-329.32;-261.8;-292.18;-383.82;-203.01;-198.55;-278.32;-202.89;-225.92;-372.87;-230.71;-225.5;-295.09;-148.3;-242.27;-383.4;-316.85;-280.24;-329.32;-261.8;-292.18;-398.54;-269.56;-264.95;-275.66;-338.33;-248.05;-333.24;-307.52;-258.93;-340.88;-220.95;-339.21;
469;-375.81;-254.78;-304.18;-278.28;-290.82;-260.93;-450.84;-282.47;-331.26;-387.27;-374.04;-345.79;-412.71;-243.94;-287.95;-272.27;-218.53;-281.61;-411.74;-242.12;-265.45;-294.16;-86.41;-138.2;-383.44;-316.89;-280.29;-329.28;-261.76;-292.26;-383.74;-203.01;-198.63;-278.36;-203.26;-225.96;-373.04;-230.88;-225.62;-295.14;-148.39;-242.44;-383.44;-316.89;-280.29;-329.28;-261.76;-292.26;-398.5;-269.6;-264.91;-275.62;-338.5;-247.97;-333.2;-307.93;-259.68;-340.38;-221.03;-338.71;
470;-375.81;-254.49;-304.35;-278.36;-290.82;-261.05;-451.04;-284.02;-331.6;-386.81;-374.25;-346.91;-412.83;-243.9;-287.83;-272.31;-218.57;-281.7;-411.95;-242.12;-265.41;-294.08;-86.36;-132.73;-383.44;-316.89;-280.41;-329.2;-261.92;-292.35;-383.78;-203.14;-198.63;-278.4;-203.55;-226.08;-373.12;-230.88;-225.79;-295.22;-148.64;-242.69;-383.44;-316.89;-280.41;-329.2;-261.92;-292.35;-398.63;-270.01;-264.95;-275.74;-338.54;-248.14;-333.32;-307.77;-259.81;-340.34;-221.07;-339.71;
471;-375.85;-254.74;-304.43;-278.4;-290.94;-261.09;-451.09;-283.1;-331.85;-387.14;-374.42;-346.29;-412.79;-243.86;-287.79;-272.48;-218.66;-281.74;-411.9;-242.16;-265.49;-294;-86.24;-130.6;-383.52;-317.01;-280.62;-328.91;-262.01;-292.35;-383.87;-203.14;-198.55;-278.32;-203.85;-226.12;-373.16;-230.96;-225.83;-295.39;-148.72;-242.69;-383.52;-317.01;-280.62;-328.91;-262.01;-292.35;-398.75;-270.26;-264.87;-275.66;-338.66;-248.14;-333.41;-307.39;-260.22;-340.21;-221.24;-339.29;
472;-375.81;-255.03;-304.72;-278.53;-290.98;-261.13;-451.13;-285.19;-332.22;-387.52;-374.62;-346.49;-412.92;-243.9;-287.7;-272.43;-218.74;-281.7;-411.95;-242.24;-265.62;-293.91;-86.07;-132.11;-383.61;-317.01;-280.91;-329.12;-262.09;-292.51;-383.82;-203.18;-198.8;-278.23;-204.05;-226.17;-373.25;-231;-226;-295.34;-148.85;-242.98;-383.61;-317.01;-280.91;-329.12;-262.09;-292.51;-398.79;-270.26;-264.95;-275.78;-338.79;-248.22;-333.28;-307.93;-259.64;-340;-221.28;-339.67;
473;-375.85;-255.36;-304.76;-278.49;-291.06;-261.09;-451.21;-283.89;-332.39;-387.85;-374.71;-346.83;-413;-243.81;-287.66;-272.56;-218.78;-281.78;-411.99;-242.29;-265.62;-293.91;-86.03;-133.94;-383.65;-317.01;-280.95;-329.12;-262.13;-292.56;-383.95;-203.22;-198.92;-278.32;-204.43;-226.29;-373.46;-231.05;-225.91;-295.34;-148.89;-243.15;-383.65;-317.01;-280.95;-329.12;-262.13;-292.56;-398.75;-270.31;-265.03;-275.83;-338.91;-248.22;-333.32;-306.93;-259.35;-340.34;-221.45;-339.38;
474;-375.93;-255.61;-304.85;-278.61;-291.11;-261.18;-451.25;-285.27;-332.51;-387.65;-374.75;-346.62;-413.04;-243.81;-287.58;-272.6;-218.87;-281.86;-412.03;-242.29;-265.66;-293.83;-85.99;-135.44;-383.65;-316.97;-281.2;-329.12;-262.17;-292.72;-383.91;-203.22;-198.96;-278.32;-204.51;-226.42;-373.46;-231.05;-226;-295.51;-148.8;-243.35;-383.65;-316.97;-281.2;-329.12;-262.17;-292.72;-398.88;-270.22;-264.95;-275.78;-339.12;-248.39;-333.45;-307.14;-259.64;-340.55;-221.53;-339.13;
475;-375.89;-255.74;-304.76;-278.61;-291.31;-261.26;-451.29;-283.73;-332.6;-387.85;-374.92;-347.04;-413.13;-243.77;-287.37;-272.73;-218.87;-281.99;-412.03;-242.33;-265.62;-293.83;-85.86;-138.37;-383.73;-317.1;-281.54;-329.2;-262.22;-292.81;-384.03;-203.39;-198.92;-278.23;-204.81;-226.5;-373.58;-231.21;-225.91;-295.64;-148.55;-243.48;-383.73;-317.1;-281.54;-329.2;-262.22;-292.81;-398.79;-270.31;-265.03;-275.91;-339.25;-248.3;-333.45;-307.72;-259.56;-340.55;-221.61;-339.21;
476;-375.89;-255.94;-304.93;-278.78;-291.31;-261.3;-451.25;-283.73;-332.68;-387.9;-374.96;-347.58;-413.17;-243.77;-287.41;-272.68;-218.87;-282.11;-412.15;-242.41;-265.74;-293.66;-85.82;-141.12;-383.73;-317.18;-281.75;-329.2;-262.22;-292.97;-384.08;-203.3;-198.92;-278.23;-205.01;-226.71;-373.58;-231.21;-225.87;-295.8;-148.14;-243.73;-383.73;-317.18;-281.75;-329.2;-262.22;-292.97;-398.83;-270.31;-264.99;-276.08;-339.33;-248.47;-333.32;-307.81;-260.02;-340.71;-221.69;-339.5;
477;-376.06;-256.07;-304.97;-278.82;-291.44;-261.34;-451.38;-283.68;-332.47;-387.77;-375;-348;-413.09;-243.69;-287.24;-272.68;-218.82;-282.07;-412.24;-242.41;-265.66;-293.54;-85.61;-136.57;-383.69;-317.14;-281.91;-329.28;-262.3;-292.97;-384.08;-203.35;-198.96;-278.23;-205.18;-226.67;-373.66;-231.25;-225.83;-295.89;-148.14;-243.94;-383.69;-317.14;-281.91;-329.28;-262.3;-292.97;-398.88;-270.31;-264.99;-276.03;-339.37;-248.43;-333.45;-307.35;-260.22;-340.71;-221.82;-340.3;
478;-375.89;-256.28;-305.01;-278.94;-291.48;-261.42;-451.25;-284.06;-332.3;-387.31;-375.04;-348.08;-413.17;-243.69;-287.12;-272.68;-218.78;-282.28;-412.28;-242.37;-265.7;-293.58;-85.45;-125.55;-383.77;-317.1;-282.21;-329.28;-262.17;-293.06;-384.2;-203.39;-198.84;-278.32;-205.39;-226.79;-373.79;-231.46;-225.7;-295.85;-148.05;-244.06;-383.77;-317.1;-282.21;-329.28;-262.17;-293.06;-398.92;-270.31;-264.87;-276.08;-339.41;-248.47;-333.49;-307.35;-259.43;-340.3;-221.94;-339.5;
479;-376.06;-256.36;-304.97;-278.98;-291.44;-261.42;-451.21;-284.35;-332.26;-387.56;-375.04;-347.87;-413.17;-243.73;-287.08;-272.81;-218.78;-282.32;-412.32;-242.41;-265.74;-293.45;-85.4;-131.19;-383.77;-317.14;-282.41;-329.37;-262.17;-293.14;-384.12;-203.43;-198.84;-278.19;-205.6;-226.88;-373.83;-231.5;-225.75;-295.97;-148.26;-244.15;-383.77;-317.14;-282.41;-329.37;-262.17;-293.14;-399;-270.26;-264.83;-276.16;-339.54;-248.39;-333.53;-307.81;-259.56;-340.09;-221.94;-340.04;
480;-376.02;-256.48;-305.14;-278.98;-291.56;-261.38;-451.34;-284.14;-332.26;-387.06;-375.13;-348.87;-413.21;-243.61;-286.95;-272.81;-218.82;-282.28;-412.28;-242.41;-265.7;-293.41;-85.49;-127.26;-383.82;-317.14;-282.62;-329.28;-262.26;-293.27;-384.12;-203.51;-198.92;-278.23;-205.77;-226.88;-373.87;-231.55;-225.91;-296.01;-148.43;-244.44;-383.82;-317.14;-282.62;-329.28;-262.26;-293.27;-399;-270.35;-264.91;-276.2;-339.58;-248.64;-333.53;-307.81;-259.93;-340.67;-222.11;-340.55;
481;-376.02;-256.53;-304.97;-279.03;-291.48;-261.38;-451.21;-284.81;-332.22;-387.1;-375.21;-348.12;-413.25;-243.73;-286.91;-272.94;-218.78;-282.45;-412.32;-242.37;-265.74;-293.37;-85.32;-121.09;-383.73;-317.18;-282.92;-329.66;-262.34;-293.39;-383.99;-203.47;-199.01;-278.23;-206.1;-227;-373.87;-231.55;-225.95;-296.01;-149.05;-244.52;-383.73;-317.18;-282.92;-329.66;-262.34;-293.39;-399;-270.39;-264.91;-276.16;-339.71;-248.59;-333.53;-308.18;-259.97;-340.34;-222.19;-340.3;
482;-375.93;-256.65;-305.01;-279.03;-291.65;-261.47;-451.34;-284.27;-332.14;-387.23;-375.21;-348;-413.3;-243.56;-286.62;-272.94;-218.87;-282.41;-412.4;-242.33;-265.78;-293.2;-85.24;-121.71;-383.86;-317.22;-283.17;-329.7;-262.47;-293.43;-383.82;-203.6;-198.96;-278.15;-206.22;-227.08;-373.91;-231.55;-225.95;-296.05;-149.26;-244.81;-383.86;-317.22;-283.17;-329.7;-262.47;-293.43;-399.04;-270.31;-264.91;-276.28;-339.87;-248.72;-333.57;-307.81;-260.02;-340.13;-222.28;-340.38;
483;-375.89;-256.69;-305.14;-279.19;-291.77;-261.63;-451.46;-285.52;-331.97;-387.02;-375.25;-348.5;-413.42;-243.44;-286.58;-272.94;-219.03;-282.57;-412.53;-242.37;-265.78;-293.16;-85.15;-122.88;-383.82;-317.18;-283.29;-329.87;-262.47;-293.52;-383.78;-203.64;-198.96;-278.07;-206.6;-227.17;-373.96;-231.67;-226.12;-296.14;-149.64;-244.94;-383.82;-317.18;-283.29;-329.87;-262.47;-293.52;-399.04;-270.35;-264.87;-276.37;-340;-248.76;-333.57;-308.27;-259.85;-340.25;-222.4;-340.21;
484;-376.06;-256.77;-305.14;-279.11;-291.81;-261.67;-451.46;-284.27;-332.14;-386.69;-375.17;-348.33;-413.46;-243.4;-286.58;-272.98;-218.95;-282.7;-412.53;-242.41;-265.78;-293.12;-85.15;-123.38;-383.86;-317.22;-283.46;-329.95;-262.55;-293.68;-383.66;-203.72;-199.09;-278.11;-206.77;-227.25;-374.12;-231.8;-226.16;-296.26;-149.72;-245.06;-383.86;-317.22;-283.46;-329.95;-262.55;-293.68;-399.09;-270.35;-264.87;-276.28;-340.04;-248.84;-333.57;-308.27;-260.64;-342.05;-222.44;-340.67;
485;-376.06;-256.86;-305.18;-279.19;-291.85;-261.63;-451.55;-285.31;-332.35;-387.02;-375.17;-348.71;-413.51;-243.4;-286.45;-273.06;-219.03;-282.7;-412.57;-242.45;-265.74;-293.16;-85.07;-115.29;-383.9;-317.22;-283.75;-330.2;-262.59;-293.73;-383.53;-203.72;-199.05;-278.07;-207.06;-227.29;-374.21;-231.92;-226.25;-296.1;-149.72;-245.11;-383.9;-317.22;-283.75;-330.2;-262.59;-293.73;-399.09;-270.31;-264.83;-276.32;-340.08;-248.8;-333.57;-307.77;-260.35;-341.5;-222.61;-340.34;
486;-376.14;-256.94;-305.18;-279.32;-291.89;-261.8;-451.67;-284.48;-332.6;-386.52;-375.33;-348.33;-413.63;-243.44;-286.29;-273.06;-219.16;-282.82;-412.74;-242.66;-265.66;-292.87;-84.94;-111.78;-383.98;-317.31;-284;-330.28;-262.59;-293.81;-383.7;-203.8;-199.05;-277.98;-207.31;-227.5;-374.16;-232;-226.25;-296.35;-149.76;-245.36;-383.98;-317.31;-284;-330.28;-262.59;-293.81;-399.13;-270.51;-264.87;-276.41;-340.16;-248.93;-333.61;-307.6;-260.1;-342.92;-222.61;-340.63;
487;-376.14;-256.98;-305.14;-279.27;-292.06;-261.88;-451.71;-284.14;-332.76;-386.56;-375.25;-348.41;-413.76;-243.4;-286.29;-273.14;-219.16;-282.91;-412.74;-242.79;-265.7;-292.95;-84.86;-111.99;-384.11;-317.31;-283.96;-330.41;-262.55;-293.98;-383.82;-203.85;-198.96;-277.94;-207.56;-227.54;-374.37;-232.05;-226.37;-296.39;-149.76;-245.44;-384.11;-317.31;-283.96;-330.41;-262.55;-293.98;-399.29;-270.64;-264.87;-276.45;-340.25;-249.05;-333.74;-307.72;-259.35;-343.55;-222.73;-340.5;
488;-376.1;-257.02;-305.18;-279.36;-292.1;-261.96;-451.75;-284.31;-332.93;-387.1;-375.13;-348.71;-413.72;-243.44;-286.12;-273.1;-219.16;-282.91;-412.7;-242.75;-265.74;-292.83;-84.82;-109.53;-384.15;-317.31;-284.17;-330.33;-262.59;-294.02;-383.95;-204.01;-199.05;-277.9;-207.81;-227.63;-374.37;-232.3;-226.33;-296.26;-149.64;-245.65;-384.15;-317.31;-284.17;-330.33;-262.59;-294.02;-399.17;-270.6;-264.87;-276.41;-340.33;-248.97;-333.7;-308.27;-259.89;-344.05;-222.77;-341;
489;-376.18;-257.11;-305.1;-279.4;-292.1;-262.05;-451.8;-285.9;-333.1;-386.81;-375.17;-348.79;-413.67;-243.4;-286.04;-273.19;-219.12;-283.07;-412.78;-242.79;-265.7;-292.79;-84.78;-111.78;-384.07;-317.39;-284.29;-330.28;-262.59;-294.1;-384.03;-204.14;-199.09;-277.86;-208.14;-227.79;-374.46;-232.26;-226.46;-296.35;-149.55;-245.82;-384.07;-317.39;-284.29;-330.28;-262.59;-294.1;-399.21;-270.68;-264.83;-276.45;-340.46;-249.13;-333.74;-308.6;-260.18;-344.3;-222.94;-340.55;
490;-376.18;-257.15;-305.14;-279.48;-292.14;-262.05;-451.75;-283.81;-332.3;-386.52;-375.21;-348.66;-413.76;-243.4;-285.95;-273.27;-219.12;-283.11;-412.82;-242.95;-265.78;-292.79;-84.69;-112.2;-384.19;-317.39;-284.42;-330.37;-262.63;-294.27;-384.16;-204.05;-199.13;-277.94;-208.44;-227.79;-374.54;-232.34;-226.41;-296.51;-149.6;-246.11;-384.19;-317.39;-284.42;-330.37;-262.63;-294.27;-399.29;-271.3;-264.91;-276.49;-340.41;-249.18;-333.78;-308.6;-259.93;-345.22;-222.94;-340.88;
491;-376.23;-257.15;-305.14;-279.61;-292.27;-262.05;-451.8;-283.85;-333.14;-386.73;-375.17;-348.92;-413.8;-243.31;-285.95;-273.27;-219.16;-283.24;-412.86;-242.79;-265.74;-292.83;-84.65;-106.31;-384.19;-317.51;-284.54;-330.33;-262.63;-294.23;-384.33;-204.18;-199.17;-277.94;-208.56;-227.83;-374.54;-232.34;-226.54;-296.43;-149.43;-246.32;-384.19;-317.51;-284.54;-330.33;-262.63;-294.23;-399.21;-271.38;-264.99;-276.49;-340.54;-249.09;-333.74;-308.06;-260.18;-345.51;-222.94;-340.75;
492;-376.18;-257.11;-305.01;-279.65;-292.27;-262.09;-451.84;-283.98;-334.81;-387.31;-375.13;-349.25;-413.8;-243.27;-285.91;-273.31;-219.12;-283.24;-412.86;-242.91;-265.66;-292.74;-84.57;-96.63;-384.27;-317.47;-284.67;-330.37;-262.76;-294.18;-384.45;-204.18;-199.17;-277.86;-208.81;-227.83;-374.67;-232.46;-226.41;-296.55;-149.35;-246.4;-384.27;-317.47;-284.67;-330.37;-262.76;-294.18;-399.29;-271.38;-264.91;-276.66;-340.46;-249.18;-333.82;-308.6;-259.93;-346.01;-223.02;-341.63;
493;-376.23;-257.07;-304.93;-279.69;-292.27;-262.01;-451.84;-283.64;-335.23;-387.44;-375.21;-349.08;-413.88;-243.27;-285.74;-273.35;-219.12;-283.28;-413.07;-242.91;-265.66;-292.66;-84.36;-82.27;-384.27;-317.39;-284.59;-330.45;-262.72;-294.27;-384.62;-204.26;-199.13;-277.86;-208.98;-227.79;-374.62;-232.55;-226.46;-296.64;-149.22;-246.48;-384.27;-317.39;-284.59;-330.45;-262.72;-294.27;-399.42;-271.43;-264.87;-276.62;-340.58;-249.22;-333.91;-307.02;-259.93;-345.84;-223.06;-340.92;
494;-376.31;-257.11;-304.93;-279.81;-292.31;-262.09;-451.8;-283.93;-335.43;-387.73;-375.04;-348.5;-413.88;-243.27;-285.62;-273.39;-219.12;-283.41;-413.03;-242.87;-265.66;-292.74;-84.49;-79.02;-384.27;-317.51;-284.71;-330.45;-262.72;-294.35;-384.66;-204.35;-199.17;-277.82;-209.14;-227.88;-374.62;-232.63;-226.54;-296.72;-149.3;-246.65;-384.27;-317.51;-284.71;-330.45;-262.72;-294.35;-399.42;-271.43;-264.95;-276.62;-340.62;-249.13;-333.95;-306.64;-259.72;-346.13;-223.02;-341.13;
495;-376.27;-257.11;-304.89;-279.86;-292.48;-262.01;-451.92;-283.93;-335.52;-387.56;-375;-349.42;-413.97;-243.23;-285.58;-273.39;-219.07;-283.49;-413.07;-242.91;-265.74;-292.62;-84.32;-81.15;-384.23;-317.47;-284.63;-330.45;-262.76;-294.39;-384.7;-204.31;-199.22;-277.82;-209.35;-227.96;-374.75;-232.59;-226.75;-296.72;-149.3;-246.73;-384.23;-317.47;-284.63;-330.45;-262.76;-294.39;-399.42;-271.51;-264.99;-276.74;-340.66;-249.05;-333.86;-306.47;-260.14;-346.26;-223.15;-341.92;
496;-376.23;-256.98;-304.93;-279.94;-292.43;-262.05;-451.8;-283.89;-335.64;-387.6;-375.08;-349.54;-414.01;-243.15;-285.58;-273.44;-219.12;-283.66;-413.03;-242.91;-265.87;-292.45;-84.07;-86.28;-384.27;-317.51;-284.75;-330.45;-262.67;-294.39;-384.74;-204.35;-199.26;-277.82;-209.52;-228;-374.71;-232.67;-227.16;-296.85;-149.35;-246.78;-384.27;-317.51;-284.75;-330.45;-262.67;-294.39;-399.5;-271.51;-265.03;-276.74;-340.75;-249.18;-333.95;-306.56;-260.18;-346.55;-223.11;-341.96;
497;-376.39;-257.02;-304.97;-279.94;-292.52;-262.13;-451.88;-283.22;-335.89;-387.48;-375.08;-348.54;-413.88;-243.06;-285.58;-273.44;-219.28;-283.57;-413.07;-243;-265.87;-292.49;-84.03;-84.24;-384.23;-317.47;-284.84;-330.41;-262.67;-294.43;-384.87;-204.31;-199.38;-277.82;-209.85;-228;-374.92;-232.67;-227.29;-296.76;-149.55;-246.9;-384.23;-317.47;-284.84;-330.41;-262.67;-294.43;-399.38;-271.43;-265.07;-276.7;-340.71;-249.22;-333.95;-306.81;-259.52;-346.59;-223.19;-341.55;
498;-376.35;-256.94;-304.97;-280.02;-292.6;-262.13;-452.05;-284.02;-335.85;-387.56;-375.13;-348.87;-414.18;-242.98;-285.49;-273.6;-219.2;-283.91;-413.28;-242.95;-265.83;-292.49;-83.99;-78.89;-384.48;-317.56;-284.88;-330.41;-262.63;-294.48;-385.03;-204.35;-199.34;-277.82;-209.94;-228.09;-375;-232.71;-227.46;-296.89;-149.8;-247.03;-384.48;-317.56;-284.88;-330.41;-262.63;-294.48;-399.5;-271.38;-265.16;-276.86;-340.75;-249.13;-334.07;-306.31;-259.52;-346.47;-223.15;-341.63;
499;-376.39;-256.86;-304.97;-280.15;-292.64;-262.13;-452.17;-283.68;-335.77;-388.1;-374.96;-348.83;-414.18;-242.9;-285.45;-273.64;-219.2;-283.95;-413.28;-243;-265.95;-292.49;-83.78;-69.63;-384.48;-317.47;-284.96;-330.53;-262.38;-294.39;-385.2;-204.31;-199.38;-277.77;-210.27;-228.17;-375.12;-232.76;-227.71;-296.89;-150.06;-247.03;-384.48;-317.47;-284.96;-330.53;-262.38;-294.39;-399.59;-271.34;-265.16;-276.91;-340.83;-249.18;-334.16;-306.35;-259.93;-346.51;-223.23;-341.34;
500;-376.43;-256.82;-304.89;-280.23;-292.6;-262.17;-452.25;-282.72;-335.69;-387.9;-374.96;-348.75;-414.35;-242.81;-285.37;-273.73;-219.2;-284.07;-413.28;-242.75;-265.83;-292.49;-83.82;-74.47;-384.61;-317.51;-284.84;-330.45;-262.51;-294.39;-385.24;-204.31;-199.38;-277.73;-210.48;-228.17;-375.17;-232.63;-228;-297.06;-150.35;-247.15;-384.61;-317.51;-284.84;-330.45;-262.51;-294.39;-399.54;-271.34;-265.07;-276.95;-340.79;-249.18;-334.11;-306.14;-259.93;-346.63;-223.27;-342;
501;-376.43;-256.77;-302.36;-280.19;-292.68;-262.09;-452.3;-283.18;-335.52;-388.02;-374.96;-350;-414.31;-242.69;-285.2;-273.77;-219.24;-284.2;-413.36;-242.75;-265.83;-292.37;-83.82;-85.45;-384.57;-317.51;-284.88;-330.45;-262.42;-294.23;-385.37;-204.39;-199.38;-277.61;-210.73;-228.13;-375.29;-232.67;-228.08;-296.97;-150.76;-247.11;-384.57;-317.51;-284.88;-330.45;-262.42;-294.23;-399.71;-271.43;-265.07;-276.95;-340.92;-249.13;-334.11;-306.35;-259.56;-346.68;-223.31;-342.46;
502;-376.48;-256.73;-302.44;-280.27;-292.68;-262.13;-452.3;-283.39;-335.35;-388.1;-375.17;-349.46;-414.35;-242.65;-285.08;-273.85;-219.33;-284.28;-413.45;-242.91;-265.83;-292.33;-83.86;-95.92;-384.65;-317.43;-284.71;-330.53;-262.42;-294.14;-385.2;-204.31;-199.38;-277.69;-210.9;-228.17;-375.54;-232.8;-228.37;-296.81;-151.14;-247.32;-384.65;-317.43;-284.71;-330.53;-262.42;-294.14;-399.71;-271.59;-265.03;-276.99;-341.04;-249.05;-334.24;-306.31;-260.43;-345.8;-223.44;-341.75;
503;-376.48;-256.65;-302.73;-280.31;-292.81;-262.13;-452.38;-283.02;-335.31;-388.23;-375.08;-349.04;-414.35;-242.65;-284.99;-273.85;-219.33;-284.45;-413.41;-242.75;-265.7;-292.29;-83.82;-93.58;-384.73;-317.47;-284.84;-330.45;-262.42;-294.18;-384.95;-204.43;-199.51;-277.69;-211.19;-228.13;-375.46;-232.84;-228.5;-296.97;-151.72;-247.57;-384.73;-317.47;-284.84;-330.45;-262.42;-294.18;-399.75;-271.59;-265.03;-277.03;-341.08;-248.97;-334.32;-306.18;-260.14;-346.13;-223.44;-341.8;
504;-376.6;-256.61;-303.1;-280.52;-292.89;-262.05;-452.34;-284.18;-335.18;-387.9;-375.04;-348.92;-414.56;-242.52;-284.87;-273.94;-219.41;-284.45;-413.61;-242.91;-265.7;-292.2;-83.61;-81.48;-384.69;-317.35;-284.79;-330.37;-262.34;-294.14;-384.53;-204.43;-199.38;-277.52;-211.4;-228.21;-375.5;-233.01;-228.33;-296.93;-152.06;-247.9;-384.69;-317.35;-284.79;-330.37;-262.34;-294.14;-399.71;-271.55;-265.12;-277.07;-341.08;-249.05;-334.28;-306.64;-260.31;-346.68;-223.48;-341.88;
505;-376.52;-256.65;-303.35;-280.56;-292.89;-262.13;-452.34;-284.35;-334.98;-388.31;-375;-348.96;-414.52;-242.48;-284.74;-273.98;-219.24;-284.49;-413.61;-242.91;-265.66;-292.33;-83.48;-68.29;-384.69;-317.47;-284.84;-330.49;-262.47;-294.23;-384.24;-204.43;-199.47;-277.61;-211.65;-228.17;-375.46;-232.92;-228.33;-296.97;-152.68;-248.11;-384.69;-317.47;-284.84;-330.49;-262.47;-294.23;-399.75;-271.59;-264.99;-277.15;-341.04;-249.09;-334.37;-306.85;-260.35;-346.13;-223.52;-341.75;
506;-376.56;-253.79;-303.39;-280.56;-293.02;-261.96;-452.3;-282.56;-334.73;-388.31;-374.96;-349.17;-414.47;-242.4;-284.57;-274.06;-219.2;-284.45;-413.57;-242.95;-265.57;-292.24;-83.36;-56.65;-384.65;-317.47;-284.79;-330.41;-262.34;-294.1;-383.87;-204.47;-199.38;-277.56;-211.77;-228.29;-375.54;-233.13;-228.29;-297.06;-151.72;-248.32;-384.65;-317.47;-284.79;-330.41;-262.34;-294.1;-399.79;-271.72;-265.03;-277.24;-341.12;-249.01;-334.41;-307.22;-260.43;-345.93;-223.6;-341.63;
