PUNTO;A 2023_0089 1;A 2024_0092 3;A 2024_0098 3;A 2024_0116 3;A 2024_0079 3;A 2024_0105 3;B 2023_0089 23;B 2024_0092 19;B 2024_0098 19;B 2024_0116 19;B 2024_0079 19;B 2024_0105 19;C 2023_0089 25;C 2024_0092 26;C 2024_0098 26;C 2024_0116 26;C 2024_0079 26;C 2024_0105 26;D 2023_0089 26;D 2024_0092 27;D 2024_0098 27;D 2024_0116 27;D 2024_0079 27;D 2024_0105 27;E 2023_0089 43;E 2024_0092 41;E 2024_0098 41;E 2024_0116 41;E 2024_0079 41;E 2024_0105 41;F 2023_0089 50;F 2024_0092 50;F 2024_0098 50;F 2024_0116 50;F 2024_0079 50;F 2024_0105 50;G 2023_0089 64;G 2024_0092 64;G 2024_0098 64;G 2024_0116 64;G 2024_0079 64;G 2024_0105 64;H 2023_0089 43;H 2024_0092 41;H 2024_0098 41;H 2024_0116 41;H 2024_0079 41;H 2024_0105 41;I 2023_0089 45;I 2024_0092 47;I 2024_0098 47;I 2024_0116 47;I 2024_0079 46;I 2024_0105 47;J 2023_0089 46;J 2024_0092 48;J 2024_0098 48;J 2024_0116 48;J 2024_0079 47;J 2024_0105 48;
273;0.92;3.58;-0.76;1.4;2.56;1.58;0.5;3.34;1.58;2.66;0.5;1.42;0.42;1.84;1.58;1.26;2.02;1.92;0.68;1.42;1.34;1.5;2.42;-2.42;1;1.58;1.32;1.5;1.68;1.42;0.74;1.74;2.34;1.32;4.1;1.34;0.5;0.32;1.26;1;2.5;1.4;1;1.58;1.32;1.5;1.68;1.42;0.84;1.32;2.08;1.82;1.58;1.18;0.92;0.16;0.74;1.58;3;1;
274;1;0;3;2.16;1.84;2.66;0.58;3.08;2.52;-2.5;1.18;1.16;0.84;2.42;1.68;2.18;2.16;2.42;0.74;2.1;1.68;1.76;0.58;-1.08;1.26;2.5;1.76;1.68;0.82;2.42;0.84;2.34;2.92;1.84;2.66;2.32;0.58;1.76;1.76;1.08;1.92;2.02;1.26;2.5;1.76;1.68;0.82;2.42;1.16;2.08;2.66;2.16;1;1.48;1.32;2;4.34;1.42;1.82;3.34;
275;1.16;0.74;-0.08;1.5;2.06;1.82;1;-2.34;1.5;3.68;1.58;0.84;0.76;1.58;1.24;1.16;2.5;1.68;0.76;1.42;1.74;1.5;0.24;-2.34;1;1.6;1.26;0.24;1.68;1.5;0.84;1.5;2.34;1.5;3.42;1.42;0.6;1.34;0.66;0.92;2.68;1.74;1;1.6;1.26;0.24;1.68;1.5;1.26;1.32;2.08;1.5;1.66;1.26;1.02;1.18;0.16;-0.84;2.66;0.84;
276;1.34;1.24;1.16;2;1.42;2.4;0.5;3.84;2.34;-2.52;0.76;1.66;0.92;2.1;1.42;2.16;1.42;2.16;0.92;2.08;-0.08;1.74;1.68;3.26;1.26;2.24;1.66;2.34;1;1.84;1.32;2.18;2.92;1.84;2.6;1.6;0.66;1.66;0.92;1.1;1.74;2.18;1.26;2.24;1.66;2.34;1;1.84;1.24;1.66;2.32;2.24;1;1.32;1.5;1;3.1;1.84;1.82;0.82;
277;0.92;1.08;7.06;1.56;1.9;2;0.58;0.68;1.32;5.44;1.58;0.76;0.42;1.32;0.84;1.6;2.34;1.5;0.4;1.66;-0.08;1.26;0.66;1.58;0.92;1.76;1.5;0;1.5;1.58;0.68;1.5;1.92;1.18;4;0.9;0.66;1.08;0.34;0.9;2.1;1.42;0.92;1.76;1.5;0;1.5;1.58;0.84;1.34;1.58;1.5;1.68;0.92;1;2.42;0.82;0.18;2.74;-0.5;
278;1.08;1.16;-1;1.92;1.5;2.48;0.76;2.66;2.26;2.08;1.08;0;0.86;2.02;1.34;1.74;1.66;2.18;0.52;1.92;0.16;1.84;1.26;-0.16;1.4;2.42;1.68;0.84;1.16;1.34;1.08;2.5;2.76;2;2.84;1.34;0.42;1.68;0.74;1.26;1.16;1.82;1.4;2.42;1.68;0.84;1.16;1.34;1.08;1.48;2.48;2.06;0.84;1.24;1.16;0.74;3.76;0.74;1.74;0.76;
279;1.26;1.5;0.5;1.58;2.16;1.92;0.5;0.26;1.5;1.5;1.84;0.16;0.74;1.16;1.42;1.26;1.84;1.4;1;1.6;0.58;1.58;2.74;2.42;0.92;1.5;1.24;1.26;1.84;1.34;0.66;1.66;1.82;1.32;4.16;0.92;0.42;1.08;0.76;1;1.92;1.42;0.92;1.5;1.24;1.26;1.84;1.34;1.08;1.18;1.76;1.58;1.58;1;1.18;0.76;1.84;3.84;2.5;1.32;
280;1.16;1.74;5.3;2.08;1.66;2.24;0.66;0.74;1.92;2.18;1.08;2.6;0.76;1.84;1.92;2.16;1.58;1.84;0.58;1.74;0.6;1.68;0.6;4;1.18;1.92;1.6;1.42;1;2.18;1.34;2.1;2.84;1.92;2.5;1.42;0.66;1.84;0.82;0.92;1.34;2.1;1.18;1.92;1.6;1.42;1;2.18;1.42;0.58;2.24;1.92;1;1.48;1.58;2.32;1.74;-1.08;1.66;0.5;
281;1.1;1.34;3.66;1.48;2.74;1.82;0.34;3.34;1.5;-1.18;1.26;1;0.34;1.24;1.16;1.34;1.6;1.5;0.5;1.42;0.58;1.24;0.82;3;1;1.76;1.5;1.08;1.6;1.32;0.58;1.42;1.84;1.42;4.26;1;0.5;1.16;1.02;1;1.58;1.58;1;1.76;1.5;1.08;1.6;1.32;0.76;0.74;1.74;1.32;1.42;1.08;0.92;0.76;0.92;1.5;2.66;1.26;
282;1.08;1.74;0.24;2;1.66;2.58;0.5;-0.08;1.92;-2;1;1;0.84;1.34;1.18;1.92;1.16;2;0.84;1.84;0.42;2.18;0.92;7.18;1.08;2.08;1.5;1.74;1.32;2.18;1.08;2.42;2.58;1.92;2.92;1;0.18;1.26;0.74;1.08;0.58;1.66;1.08;2.08;1.5;1.74;1.32;2.18;1;0.5;2.08;1.92;1;1.34;1.08;2.5;2.5;0.16;1.66;1.42;
283;1;1.32;-0.4;1.58;2.16;1.66;0.24;-3.66;1.68;2.76;2.34;1.34;0.76;1.08;0.74;1.26;1.84;1.18;0.66;1.16;0.5;1.16;0.84;-1;0.92;1.34;1.34;0.42;1.76;1.34;0.76;1.5;1.84;1.34;4;1;0.32;0.92;0.66;0.84;0.84;1.42;0.92;1.34;1.34;0.42;1.76;1.34;1.18;0.24;1.48;1.4;1.34;1.08;1.08;-0.84;0.5;1.34;2.82;1.58;
284;1.16;1.76;1.9;1.9;1.42;2.5;0.42;7.26;2.16;-1.42;1.26;1.66;0.16;1.6;1.68;2;1;2;0.34;1.42;0.58;1.84;0.66;-0.42;1.08;2.16;1.58;2.1;1.08;2.16;0.92;2.08;2.76;1.92;2.6;1.5;0.6;0.5;0.84;1;0;1.92;1.08;2.16;1.58;2.1;1.08;2.16;0.74;1.58;2.34;1.74;0.82;1.32;1.26;1.68;1.18;1.74;1.58;2.08;
285;0.68;1.32;2.32;1.58;2.24;1.66;0.58;1.92;1.5;3;2;1;0.84;1;1;1.5;1.84;1.66;0.74;1.34;0.5;1.26;0.84;-2;0.76;1.42;1.16;0.32;1.76;1.34;0.92;1.5;1.74;1.26;4;0.92;0.5;0.16;0.76;0.92;0.34;1.18;0.76;1.42;1.16;0.32;1.76;1.34;0.84;1;1.66;1.34;1.5;0.92;0.74;1.66;3.34;2;2.66;-0.08;
286;1.5;1.66;-0.24;2.08;0.82;2.56;0.5;0.92;2.26;-2.76;1.24;1.08;1.1;1.42;1.08;1.84;1.34;2.02;0.84;1.5;1.42;1.92;1.76;1.1;1.08;1.92;1.42;0.84;1;2.16;1.08;1.84;2.26;2.08;2.5;1.18;0.16;1.42;1.42;1.16;0.16;1.74;1.08;1.92;1.42;0.84;1;2.16;1.24;1.32;1.9;1.66;0.84;1.16;1.68;0.58;1.92;2.02;1.66;0.34;
287;1;6.8;0.82;1.5;1.16;1.66;0.34;1.5;1.42;0.76;1.6;1.26;0.42;1.16;1.42;1.32;2.08;1.66;0.66;1.18;1.26;1.58;0.92;1.24;1.08;1.5;1.08;0.76;1.66;1.6;0.66;1.58;2.08;1.5;3.92;0.74;0.76;0.76;0.66;0.84;-0.26;1.18;1.08;1.5;1.08;0.76;1.66;1.6;0.84;0.42;1.74;1.4;1.34;0.92;0.92;0.76;2.08;-1.92;2.56;1.76;
288;1.16;-0.58;1.58;1.58;1.18;2.24;0.76;3.58;1.16;6.92;1.32;1.26;0.6;1.34;2.24;1.92;1;1.92;0.42;1.58;1.5;1.66;0.5;3.34;1;1.68;1.76;1;0.92;2.34;0.92;1.68;2.42;1.92;2.18;1.18;0.66;1.24;1.26;1.18;-0.4;1.84;1;1.68;1.76;1;0.92;2.34;0.84;0.26;1.92;1.76;1;1.32;1.08;1.66;2.42;3.24;1.74;2.16;
289;0.76;-0.4;1.58;1.66;1.74;1.58;0.5;-0.08;1.18;1.26;1.84;0.24;0.5;1.24;1.42;1.18;1.66;1.16;0.84;0.92;1;1.52;1;5.26;0.92;1.5;1.18;0.92;1.76;1.16;1;1.74;1.76;1.34;3.66;0.74;0.08;1;0.66;0.58;-1.02;1.16;0.92;1.5;1.18;0.92;1.76;1.16;1;0.32;1.32;1.16;1.42;0.92;0.92;1.08;-0.08;-1.42;2.58;0.08;
290;1.42;0.24;2.08;1.74;1.08;2.24;0.58;3.42;1.34;0.66;1.08;0.92;1.1;1.68;1;2;1.1;1.76;0.84;1.76;1.34;1.74;0.74;10.94;1.34;1.76;1.5;1.24;1.16;1.84;1.1;1.68;2.08;1.92;2.5;0.84;1.08;1.34;1.16;1.24;-0.16;1.58;1.34;1.76;1.5;1.24;1.16;1.84;1.26;1.16;1.92;1.82;0.66;1.24;1.58;-0.16;3.16;2.34;1.58;2.76;
291;1;0.16;1.58;1.5;1.58;1.76;0.26;1.76;1.24;0.18;2.1;1.18;0.32;1.34;1.18;1.16;2;1.08;0.5;1;0.82;1.18;1.02;6.34;0.92;1.58;1.24;0.84;1.76;1.58;0.66;1.32;1.76;1.24;3.68;0.92;0.34;1;0.92;0.92;0.76;1.1;0.92;1.58;1.24;0.84;1.76;1.58;0.82;0.34;1.66;1.24;1.42;1.16;0.66;1.08;1.08;-0.84;2.16;-0.58;
292;1.08;0.92;2.24;2.06;0.82;2.32;0.82;-1.84;1.76;1.92;1.74;1.5;0.76;1.58;1.42;1.76;1.08;2;0.58;1.42;1.08;2;0.66;3.18;1;1.66;1.18;1.08;1;1.92;1.08;1.84;2.16;2.08;2.42;0.92;0.42;1.08;1.1;1.26;0.66;1.5;1;1.66;1.18;1.08;1;1.92;0.84;0.5;1.9;1.74;0.84;1.24;1.26;1.92;2.34;1.76;1.4;1.32;
293;1;4.4;6.98;1.42;1.24;1.74;0.68;1;1.16;0.58;1.84;-0.1;0.6;1.34;1.16;1.24;1.76;1.1;0.66;1.42;0.68;1.24;2.42;2.74;1.08;1.52;1.08;1;1.5;1.26;0.68;1.34;1.68;1.52;3.34;0.58;0.76;0.76;0.82;0.84;1.26;1.16;1.08;1.52;1.08;1;1.5;1.26;1.08;0.32;1.58;1.18;1.26;0.76;0.84;0.5;0.92;1.84;2.42;1.26;
294;1.1;-0.74;1.16;1.9;0.84;1.9;0.4;1.76;1.26;0.24;1.76;0.92;0.58;1.58;1.76;2.02;0.9;1.58;0.68;1.24;1.58;1.92;0.58;0.5;1.26;1.74;1.5;1.26;0.92;2.08;1.24;2;2;1.82;1.84;1.24;0.74;1.26;0.84;1.08;1.08;1.42;1.26;1.74;1.5;1.26;0.92;2.08;1.26;1.34;1.92;1.66;0.82;1.08;1.5;0.5;2.92;0.92;1.58;2.5;
295;0.82;-0.1;1.48;1.34;1.08;1.18;0.34;3.58;1.34;1.84;1.92;1.42;0.5;1.08;1.34;1.16;1.68;1.58;0.4;1;1.18;1.18;1.18;0.08;0.84;1.18;1;1.08;1.68;1.58;0.58;1.18;1.5;1.34;3.42;0.6;0.26;0.58;0.84;1;0.5;1;0.84;1.18;1;1.08;1.68;1.58;0.5;0.92;1.32;1.24;1.34;1;0.74;0.68;1.5;-1.5;2.66;1.58;
296;1.18;0;0.42;1.66;0.82;1.9;0.42;-0.42;1.74;1.08;1.42;1.6;0.6;1.76;1.74;1.84;1.16;1.84;0.84;1.68;1.5;1.74;1;2.52;0.82;2.16;1.42;1.08;1.16;1.92;1;2.16;2.18;1.84;2;0.74;0.58;1.08;1;1.08;-0.26;1.5;0.82;2.16;1.42;1.08;1.16;1.92;1.16;-0.42;2;1.66;0.66;0.74;1.18;0.66;0.92;2.5;1.48;2.08;
297;0.92;0.6;-0.66;1.66;1.58;1.5;0.42;1.42;0.6;1;2.5;-1.26;0.66;1.08;1.34;1.24;2.1;1.26;0.58;1.16;1.24;1.18;1;-1.1;0.76;1.18;1.18;0.68;1.5;1.34;0.68;1.16;1.82;1.24;3.16;0.5;0.58;0.92;0.84;0.68;-0.16;0.92;0.76;1.18;1.18;0.68;1.5;1.34;0.68;-0.76;1.48;1.16;1.26;1.08;0.82;1.16;1.08;1.92;2.08;0.76;
298;1.16;0.9;2.08;1.58;0.92;1.98;0.24;1.92;1.4;-0.08;1.34;2.08;0.76;1.76;1.74;1.84;1.5;2.08;0.68;1.5;1.1;1.84;0.58;4.02;1.42;1.82;1.42;1.42;0.92;1.84;1;1.68;2;1.76;1.84;0.84;0.42;0.84;1;1.16;0.08;1.42;1.42;1.82;1.42;1.42;0.92;1.84;1.5;0.84;1.84;1.58;0.66;1.08;1.34;2.68;2.92;-0.84;1.66;0.34;
299;0.58;0.58;0.08;1.24;1.4;1.66;0.5;3;0.92;0.42;1.92;2.76;0.26;1.74;0.92;1.18;2.16;1.42;0.24;1.18;0.08;1.08;1.26;3.58;0.58;1.34;0.9;0.92;1.68;1.24;0.74;1.42;1.42;1.42;2.68;0.5;0.42;0.66;0.82;0.66;-0.16;0.84;0.58;1.34;0.9;0.92;1.68;1.24;0.34;1;1.16;1;1.34;0.82;0.68;-0.08;0.16;0.42;2.24;-0.5;
300;1.34;1.16;2.98;2;1;1.84;0.6;2.34;0.6;2.42;1.16;0.42;0.76;1.84;1.1;1.66;1.42;1.74;0.76;1.66;0.74;1.76;0.74;-1.66;1;1.76;1.42;1.42;0.82;2.1;0.92;1.74;2.52;1.58;1.92;1.16;0.58;1;0.84;1.18;0;1.42;1;1.76;1.42;1.42;0.82;2.1;1.16;-0.42;1.66;1.4;0.92;1;1.24;-0.42;2.26;1;1.5;-0.6;
301;1.16;0.58;3.42;1.32;1.34;1.58;0.32;-0.42;1.24;0.58;2.34;1.42;0.42;1.34;0.58;1.26;2.34;1.42;0.42;1;0.5;1.16;1;-0.5;0.92;1.58;1;0.5;1.6;1.34;0.84;1.34;1.5;1.42;2.08;0.68;0.34;0.92;0.5;0.74;-0.76;0.82;0.92;1.58;1;0.5;1.6;1.34;0.92;-0.08;1.16;1.26;1.08;0.92;0.92;2.24;1.16;1.58;2.48;-0.82;
302;0.76;7.98;0.58;1.66;0.9;2.06;0.68;3.84;1.42;0.26;1.34;-0.34;0.58;1.82;1.34;1.82;1.92;2;0.32;1.6;1.1;1.66;0.76;7.34;1.08;1.5;1.52;1.5;0.74;1.74;0.84;1.68;2;1.76;1.42;1.08;0.5;1;0.92;1.1;-0.66;1.5;1.08;1.5;1.52;1.5;0.74;1.74;0.66;0.58;1.9;1.32;0.68;1.16;1.16;1.1;3.18;0.92;1.34;2.08;
303;1;-1.16;1.4;1.32;1.26;1.34;0.32;-0.82;0.58;-0.84;2.5;2.18;0.52;1.34;1;1.18;2;1.34;0.58;1.32;0.82;1.42;0.92;5.76;0.76;1.58;1.08;0.84;1.58;1.34;0.66;1.24;1.74;1.24;2.42;0.34;0.32;0.84;0.58;0.66;-0.66;1.1;0.76;1.58;1.08;0.84;1.58;1.34;0.76;1.08;1.58;1.24;1.32;0.92;0.6;1.5;-0.18;0.34;2.32;1;
304;1.18;1.74;0.84;2.26;0.66;1.9;0.68;-0.34;1.42;3.18;1.42;1.08;0.84;1.76;0.92;1.58;1.84;1.92;1.18;1.5;0.5;1.76;0.92;1.84;1.16;1.76;1.24;0.9;0.76;2.08;1;1.68;2.1;1.84;1.58;0.16;0.42;0.92;0.84;1.26;0.5;1.32;1.16;1.76;1.24;0.9;0.76;2.08;1.16;0;1.66;1.5;0.84;1.16;1.42;0.5;1.34;3.08;1.42;-0.34;
305;0.82;-0.58;-0.08;1.24;1.4;1.16;0.34;2.92;1.42;-1.42;1.84;0.16;0.42;1.08;0.74;1.42;2.08;0.92;0.24;1.1;0.34;1.26;1;1.58;0.84;1.5;1.18;0.84;1.5;1.18;0.68;1.32;1.42;1.18;2.42;0.24;0.58;0.82;0.58;1.08;1.08;1.26;0.84;1.5;1.18;0.84;1.5;1.18;0.76;0.24;1.34;1.24;0.76;0.82;0.82;0.42;2;-0.84;2.06;0.92;
306;1.42;-0.16;2.24;1.66;0.92;1.76;0.5;3;1.92;2.5;1.42;0.68;0.5;1.58;1;1.66;1.34;1.84;0.68;1.58;0.92;1.82;1;1.76;1.08;1.6;1.5;1.08;0.58;1.74;1.08;1.6;2.16;1.9;1.84;1.02;0.5;1.1;0.92;1.24;0.84;1.42;1.08;1.6;1.5;1.08;0.58;1.74;1.08;0.68;1.48;1.24;0.66;1.08;1;1.08;3.26;0.68;1.5;1.34;
307;0.58;0.24;2.66;1.24;1.66;1.24;0.5;-1.42;1.84;-0.08;2;2.08;0.5;0.84;0.68;1.26;1.74;1.16;0.66;1.42;0.58;1.26;1.08;-1.26;0.76;1.58;1;0.92;1.5;1.18;0.5;1.24;1.66;1.34;2.66;0.24;0.6;0.92;0.58;0.84;1.42;1;0.76;1.58;1;0.92;1.5;1.18;0.58;0.48;1.42;1.26;0.92;1;0.84;2.24;0.08;0.16;2.16;0.74;
308;1.34;0.34;2.14;1.82;1.08;1.66;0.5;4.02;2;-0.68;0.76;0;0.92;1.42;0.74;1.76;1.52;2.08;0.76;1.5;1;1.76;0.92;-1.5;1.26;1.84;1.42;1.1;0.92;1.74;1.08;1.58;2.02;1.76;1.34;1.08;0.5;1;0.84;1.34;0.9;1.34;1.26;1.84;1.42;1.1;0.92;1.74;1;0.26;1.58;1.66;0.66;1.08;1.42;3.02;1.26;1.74;1.5;1.34;
